text,timestamp,user_id,company_mentioned,topic_discussed,true_sentiment
Erie Insurance increased my renters insurance premium by 26% for no reason! Will be filing a complaint with my state insurance board.,2023-06-01,c3282a46,Erie Insurance,renters insurance,negative
Been fighting with Amica for 9 months over my auto insurance claim. Feels like they're actively trying to make things difficult.,2023-06-01,60678b25,Amica,auto insurance,negative
Does Liberty Mutual offer good bundling for someone in Colorado? Trying to make sure I'm getting the best deal possible.,2023-06-03,0bd60de0,Liberty Mutual,bundling,neutral
They denied my claim even though I've been paying for health insurance coverage for years! Currently shopping around for alternatives.,2023-06-03,8fc5b255,Liberty Mutual,health insurance,negative
Can't recommend Travelers enough for renewal. They processed everything quickly and efficiently.,2023-06-04,73b2f97b,Travelers,renewal,positive
How long have you been with Lemonade for your underwriting? Not sure if it's worth switching from my current provider.,2023-06-04,88e1f2a2,Lemonade,underwriting,neutral
What's the process for filing a underwriting claim with Nationwide? Still weighing my options at this point.,2023-06-05,26cf5711,Nationwide,underwriting,neutral
Had to file a complaint with the insurance commissioner about Lemonade's discounts practices. Total ripoff!,2023-06-05,c2bb64f4,Lemonade,discounts,negative
"After switching to Amica, I'm saving 22 on my bundling. The agent was extremely helpful and knowledgeable.",2023-06-05,745477a2,Amica,bundling,positive
How long have you been with Geico for your insurance agents? Would appreciate any insights from current customers.,2023-06-07,e74d9fcd,Geico,insurance agents,neutral
Switching away from The Hartford after their horrible handling of my insurance agents. Would give zero stars if I could.,2023-06-08,be31f9b5,The Hartford,insurance agents,negative
Been fighting with Erie Insurance for 7 months over my liability coverage claim. Would give zero stars if I could.,2023-06-08,58511f78,Erie Insurance,liability coverage,negative
They denied my claim even though I've been paying for insurance agents coverage for years! Would give zero stars if I could.,2023-06-08,e95e0040,Travelers,insurance agents,negative
Just got a quote from Progressive for claims process. Not sure what to think yet. Trying to make sure I'm getting the best deal possible.,2023-06-10,f2bc58fc,Progressive,claims process,neutral
Don't believe USAA's advertisements about roadside assistance. Spent hours on hold only to get nowhere.,2023-06-11,d47d7ecd,USAA,roadside assistance,negative
Been fighting with Liberty Mutual for 5 months over my discounts claim. Will be filing a complaint with my state insurance board.,2023-06-12,3e917445,Liberty Mutual,discounts,negative
Researching accident forgiveness options and considering Travelers. Has anyone had a similar experience?,2023-06-14,1c75df8b,Travelers,accident forgiveness,neutral
Can't recommend Travelers enough for bundling. Will definitely be sticking with them for the foreseeable future.,2023-06-14,4dd1bfa2,Travelers,bundling,positive
Finally found an insurance company that doesn't make everything difficult. Geico's premium increase is straightforward. The online portal makes everything so easy.,2023-06-17,738ab24c,Geico,premium increase,positive
Avoid State Farm at all costs! Their mobile app is terrible. Feels like they're actively trying to make things difficult.,2023-06-17,c40c618f,State Farm,mobile app,negative
Anyone know if USAA will increase life insurance rates after a minor fire? What's been your experience with them?,2023-06-17,5d5cae5b,USAA,life insurance,neutral
Been fighting with Geico for 11 months over my accident forgiveness claim. Feels like they're actively trying to make things difficult.,2023-06-19,af14f0b7,Geico,accident forgiveness,negative
Switching away from Allstate after their horrible handling of my renters insurance. Total ripoff!,2023-06-19,d4abf774,Allstate,renters insurance,negative
Avoid Root at all costs! Their premium increase is terrible. Spent hours on hold only to get nowhere.,2023-06-20,ba0ef3b8,Root,premium increase,negative
Root increased my liability coverage premium by 37% for no reason! Feels like they're actively trying to make things difficult.,2023-06-23,e93a0ff5,Root,liability coverage,negative
Had to file a complaint with the insurance commissioner about Geico's health insurance practices. Their agents don't seem to know their own policies.,2023-06-23,198f813a,Geico,health insurance,negative
"After switching to Geico, I'm saving 49 on my bundling. The agent was extremely helpful and knowledgeable.",2023-06-24,d36e2cdf,Geico,bundling,positive
Worst experience ever with Farmers's renewal. Feels like they're actively trying to make things difficult.,2023-06-24,8ff12c05,Farmers,renewal,negative
Liberty Mutual's customer service is a joke when it comes to online quotes. Spent hours on hold only to get nowhere.,2023-06-25,4649a5c6,Liberty Mutual,online quotes,negative
"Really impressed with Amica's customer service when dealing with my discounts. The whole process was painless, which I wasn't expecting!",2023-06-26,1e8c7b48,Amica,discounts,positive
Had to file a complaint with the insurance commissioner about Geico's online quotes practices. Would give zero stars if I could.,2023-06-26,c456e29c,Geico,online quotes,negative
New policy with Amica starts next month. Any tips regarding their customer service? Wondering if there are better options out there.,2023-06-27,b513feab,Amica,customer service,neutral
Has anyone had experience with Root's accident forgiveness? Has anyone had a similar experience?,2023-06-27,ec02eaec,Root,accident forgiveness,neutral
Can't recommend Travelers enough for accident forgiveness. Couldn't be happier with the service.,2023-06-28,c2f8eef3,Travelers,accident forgiveness,positive
New policy with Liberty Mutual starts next month. Any tips regarding their life insurance? Curious about others' experiences before I commit.,2023-06-29,d5b15873,Liberty Mutual,life insurance,neutral
Been fighting with Allstate for 6 months over my premium increase claim. Their agents don't seem to know their own policies.,2023-06-29,3bb59477,Allstate,premium increase,negative
Anyone else having issues with USAA's renters insurance? Feels like they're actively trying to make things difficult.,2023-06-30,d3b8f69f,USAA,renters insurance,negative
Can't recommend State Farm enough for mobile app. Couldn't be happier with the service.,2023-07-04,9c4557d6,State Farm,mobile app,positive
Comparing deductibles between Amica and Farmers. Curious about others' experiences before I commit.,2023-07-04,3ca6733c,Amica,deductibles,neutral
Just had a great experience with Amica! Their liability coverage is excellent. They really came through when I needed them.,2023-07-05,2f10438c,Amica,liability coverage,positive
They denied my claim even though I've been paying for accident forgiveness coverage for years! Total ripoff!,2023-07-05,aaf4b166,Root,accident forgiveness,negative
Switching away from Amica after their horrible handling of my discounts. Feels like they're actively trying to make things difficult.,2023-07-06,654e7baa,Amica,discounts,negative
Switching away from Allstate after their horrible handling of my liability coverage. They're just looking for excuses not to pay.,2023-07-07,aae331b9,Allstate,liability coverage,negative
Avoid State Farm at all costs! Their accident forgiveness is terrible. They're just looking for excuses not to pay.,2023-07-09,023cb6c7,State Farm,accident forgiveness,negative
"After switching to Root, I'm saving 36 on my insurance agents. The whole process was painless, which I wasn't expecting!",2023-07-11,115709eb,Root,insurance agents,positive
USAA's customer service is worth every penny. They really came through when I needed them.,2023-07-11,45a55a97,USAA,customer service,positive
Been fighting with Allstate for 6 months over my accident forgiveness claim. Would give zero stars if I could.,2023-07-11,d0cea10f,Allstate,accident forgiveness,negative
The claims process with Root was surprisingly smooth. It was refreshing to deal with people who genuinely wanted to help.,2023-07-12,6ac6d689,Root,online quotes,positive
Can't recommend Allstate enough for auto insurance. Highly recommend!,2023-07-12,c48bbbd4,Allstate,auto insurance,positive
USAA's accident forgiveness is worth every penny. Will definitely be sticking with them for the foreseeable future.,2023-07-13,29e441b7,USAA,accident forgiveness,positive
"After switching to State Farm, I'm saving 49 on my mobile app. The whole process was painless, which I wasn't expecting!",2023-07-14,5526d96b,State Farm,mobile app,positive
Geico increased my customer service premium by 15% for no reason! Would give zero stars if I could.,2023-07-14,49d5358c,Geico,customer service,negative
Avoid Root at all costs! Their health insurance is terrible. Feels like they're actively trying to make things difficult.,2023-07-15,82ddd92a,Root,health insurance,negative
Anyone else having issues with The Hartford's claims process? Their agents don't seem to know their own policies.,2023-07-16,19e2592e,The Hartford,claims process,negative
Allstate's deductibles is worth every penny. They processed everything quickly and efficiently.,2023-07-16,f7c25dc0,Allstate,deductibles,positive
"After switching to Allstate, I'm saving 16 on my renters insurance. Highly recommend!",2023-07-17,82c87489,Allstate,renters insurance,positive
Really impressed with Allstate's customer service when dealing with my mobile app. It was refreshing to deal with people who genuinely wanted to help.,2023-07-17,b69e8178,Allstate,mobile app,positive
Avoid Root at all costs! Their deductibles is terrible. Will be filing a complaint with my state insurance board.,2023-07-17,c1e68943,Root,deductibles,negative
I've been with USAA for 3 years and their deductibles has always been top-notch. The online portal makes everything so easy.,2023-07-17,d28f474c,USAA,deductibles,positive
The claims process with Travelers was surprisingly smooth. It was refreshing to deal with people who genuinely wanted to help.,2023-07-18,b41a5feb,Travelers,renewal,positive
Does Erie Insurance offer good bundling for someone in California? Wondering if there are better options out there.,2023-07-18,e8575b8e,Erie Insurance,bundling,neutral
Been fighting with Nationwide for 9 months over my renewal claim. They're just looking for excuses not to pay.,2023-07-18,22c713b2,Nationwide,renewal,negative
Don't believe Erie Insurance's advertisements about customer service. Total ripoff!,2023-07-19,a1f9aa6d,Erie Insurance,customer service,negative
The Hartford's customer service is a joke when it comes to bundling. Complete waste of time and money.,2023-07-20,ccb4567b,The Hartford,bundling,negative
"Allstate's accident forgiveness is worth every penny. Their mobile app is actually useful, unlike some other companies.",2023-07-20,5be046e9,Allstate,accident forgiveness,positive
Don't believe Lemonade's advertisements about policy coverage. Feels like they're actively trying to make things difficult.,2023-07-22,d962c5c7,Lemonade,policy coverage,negative
Avoid Allstate at all costs! Their life insurance is terrible. Spent hours on hold only to get nowhere.,2023-07-23,664fd9a9,Allstate,life insurance,negative
Just got a quote from Root for insurance agents. Not sure what to think yet. Still weighing my options at this point.,2023-07-25,3f2910d0,Root,insurance agents,neutral
"I've been with Farmers for 9 years and their deductibles has always been top-notch. The whole process was painless, which I wasn't expecting!",2023-07-25,db5cd820,Farmers,deductibles,positive
My agent at State Farm went above and beyond with my claims process issue. They processed everything quickly and efficiently.,2023-07-26,753e1109,State Farm,claims process,positive
Avoid Lemonade at all costs! Their premium increase is terrible. Currently shopping around for alternatives.,2023-07-28,f651b8ec,Lemonade,premium increase,negative
Just had a great experience with Progressive! Their policy coverage is excellent. The online portal makes everything so easy.,2023-07-28,2feb060d,Progressive,policy coverage,positive
"Just had a great experience with American Family! Their life insurance is excellent. Their mobile app is actually useful, unlike some other companies.",2023-07-29,661fc077,American Family,life insurance,positive
Allstate increased my roadside assistance premium by 19% for no reason! Spent hours on hold only to get nowhere.,2023-07-30,d1b12c87,Allstate,roadside assistance,negative
Had to file a complaint with the insurance commissioner about Erie Insurance's claims process practices. Would give zero stars if I could.,2023-08-02,ec5f0585,Erie Insurance,claims process,negative
Switching away from Amica after their horrible handling of my underwriting. Feels like they're actively trying to make things difficult.,2023-08-03,8bfdbe24,Amica,underwriting,negative
Avoid USAA at all costs! Their online quotes is terrible. Spent hours on hold only to get nowhere.,2023-08-03,778e24d4,USAA,online quotes,negative
Looking for feedback on State Farm for liability coverage. Wondering if there are better options out there.,2023-08-03,38625863,State Farm,liability coverage,neutral
Avoid Liberty Mutual at all costs! Their life insurance is terrible. They're just looking for excuses not to pay.,2023-08-03,7377dfc0,Liberty Mutual,life insurance,negative
Been fighting with State Farm for 9 months over my mobile app claim. Spent hours on hold only to get nowhere.,2023-08-04,4bd401e3,State Farm,mobile app,negative
Comparing auto insurance between American Family and Root. Not sure if it's worth switching from my current provider.,2023-08-05,0fad6a34,American Family,auto insurance,neutral
Looking for feedback on The Hartford for policy coverage. Has anyone had a similar experience?,2023-08-06,2af46c39,The Hartford,policy coverage,neutral
Switching away from Geico after their horrible handling of my accident forgiveness. Feels like they're actively trying to make things difficult.,2023-08-07,a9ad874b,Geico,accident forgiveness,negative
"Just had a great experience with State Farm! Their claims process is excellent. Their mobile app is actually useful, unlike some other companies.",2023-08-07,6af09b23,State Farm,claims process,positive
Worst experience ever with Progressive's mobile app. Complete waste of time and money.,2023-08-08,29e3708a,Progressive,mobile app,negative
Avoid Geico at all costs! Their roadside assistance is terrible. Total ripoff!,2023-08-08,7c077bdf,Geico,roadside assistance,negative
Don't believe Root's advertisements about discounts. They're just looking for excuses not to pay.,2023-08-12,751ac3f8,Root,discounts,negative
New policy with Liberty Mutual starts next month. Any tips regarding their home insurance? Just doing my research before making a decision.,2023-08-13,a2e07f10,Liberty Mutual,home insurance,neutral
Researching accident forgiveness options and considering Amica. Curious about others' experiences before I commit.,2023-08-13,30e7ae51,Amica,accident forgiveness,neutral
"After switching to Root, I'm saving 41 on my policy coverage. The online portal makes everything so easy.",2023-08-14,ce43b41d,Root,policy coverage,positive
My agent at Nationwide went above and beyond with my mobile app issue. Couldn't be happier with the service.,2023-08-15,0feead7b,Nationwide,mobile app,positive
Just got a quote from Erie Insurance for deductibles. Not sure what to think yet. Has anyone had a similar experience?,2023-08-15,b5d04735,Erie Insurance,deductibles,neutral
I've been with Allstate for 4 years and their discounts has always been top-notch. Couldn't be happier with the service.,2023-08-16,2477d817,Allstate,discounts,positive
Worst experience ever with Travelers's deductibles. Their agents don't seem to know their own policies.,2023-08-17,78f91b6b,Travelers,deductibles,negative
"I've been with Allstate for 3 years and their deductibles has always been top-notch. Their mobile app is actually useful, unlike some other companies.",2023-08-17,fbe79d75,Allstate,deductibles,positive
Anyone else having issues with Root's underwriting? Their agents don't seem to know their own policies.,2023-08-19,d2b4ccc7,Root,underwriting,negative
I've been with American Family for 7 years and their accident forgiveness has always been top-notch. Highly recommend!,2023-08-19,505a62ec,American Family,accident forgiveness,positive
Had to file a complaint with the insurance commissioner about Travelers's mobile app practices. Would give zero stars if I could.,2023-08-19,6e3076ee,Travelers,mobile app,negative
Had to file a complaint with the insurance commissioner about American Family's accident forgiveness practices. Will be filing a complaint with my state insurance board.,2023-08-19,c7bbfd93,American Family,accident forgiveness,negative
Really impressed with Travelers's customer service when dealing with my renters insurance. Couldn't be happier with the service.,2023-08-20,cf6e35eb,Travelers,renters insurance,positive
Can't recommend Nationwide enough for deductibles. They processed everything quickly and efficiently.,2023-08-20,b7682b02,Nationwide,deductibles,positive
"Finally found an insurance company that doesn't make everything difficult. Root's claims process is straightforward. Their mobile app is actually useful, unlike some other companies.",2023-08-21,52ac18bd,Root,claims process,positive
Lemonade increased my roadside assistance premium by 39% for no reason! Feels like they're actively trying to make things difficult.,2023-08-22,0832a906,Lemonade,roadside assistance,negative
Anyone else having issues with State Farm's renewal? Spent hours on hold only to get nowhere.,2023-08-23,4553e1d1,State Farm,renewal,negative
Allstate's customer service is a joke when it comes to deductibles. Their agents don't seem to know their own policies.,2023-08-23,6073d81c,Allstate,deductibles,negative
Can't recommend Liberty Mutual enough for auto insurance. Couldn't be happier with the service.,2023-08-25,33e452c9,Liberty Mutual,auto insurance,positive
They denied my claim even though I've been paying for life insurance coverage for years! Currently shopping around for alternatives.,2023-08-25,902c403b,Liberty Mutual,life insurance,negative
Really impressed with Liberty Mutual's customer service when dealing with my renters insurance. Will definitely be sticking with them for the foreseeable future.,2023-08-26,2304280f,Liberty Mutual,renters insurance,positive
The claims process with Allstate was surprisingly smooth. The online portal makes everything so easy.,2023-08-26,0b9f84ca,Allstate,discounts,positive
Worst experience ever with The Hartford's auto insurance. Currently shopping around for alternatives.,2023-08-26,335502eb,The Hartford,auto insurance,negative
Erie Insurance came through for me after my break-in. Their premium increase coverage was exactly what I needed. It was refreshing to deal with people who genuinely wanted to help.,2023-08-28,4db326b6,Erie Insurance,premium increase,positive
Anyone know if Nationwide will increase life insurance rates after a minor hail damage? Just doing my research before making a decision.,2023-08-31,39f6f5bf,Nationwide,life insurance,neutral
New policy with The Hartford starts next month. Any tips regarding their premium increase? Would appreciate any insights from current customers.,2023-08-31,42d4fb16,The Hartford,premium increase,neutral
"After switching to Liberty Mutual, I'm saving 18 on my bundling. They really came through when I needed them.",2023-08-31,cfe373b2,Liberty Mutual,bundling,positive
"After switching to The Hartford, I'm saving 23 on my deductibles. The whole process was painless, which I wasn't expecting!",2023-09-01,113f622e,The Hartford,deductibles,positive
Anyone know if Root will increase accident forgiveness rates after a minor theft? Still weighing my options at this point.,2023-09-01,d08881a4,Root,accident forgiveness,neutral
The Hartford increased my health insurance premium by 20% for no reason! Will be filing a complaint with my state insurance board.,2023-09-02,6825a4c9,The Hartford,health insurance,negative
Switching away from Farmers after their horrible handling of my auto insurance. Their agents don't seem to know their own policies.,2023-09-05,8f399d0f,Farmers,auto insurance,negative
Comparing deductibles between The Hartford and Erie Insurance. Not sure if it's worth switching from my current provider.,2023-09-07,a96fb9a6,The Hartford,deductibles,neutral
American Family came through for me after my hail damage. Their online quotes coverage was exactly what I needed. The agent was extremely helpful and knowledgeable.,2023-09-07,38eb1b2f,American Family,online quotes,positive
Don't believe Travelers's advertisements about bundling. Will be filing a complaint with my state insurance board.,2023-09-08,8aae0b11,Travelers,bundling,negative
Just got a quote from Amica for bundling. Not sure what to think yet. Wondering if there are better options out there.,2023-09-08,1ce23b40,Amica,bundling,neutral
American Family's customer service is a joke when it comes to discounts. Complete waste of time and money.,2023-09-10,416464e6,American Family,discounts,negative
New policy with Travelers starts next month. Any tips regarding their accident forgiveness? Has anyone had a similar experience?,2023-09-11,7f0c5266,Travelers,accident forgiveness,neutral
American Family came through for me after my fender bender. Their renters insurance coverage was exactly what I needed. It was refreshing to deal with people who genuinely wanted to help.,2023-09-11,5a7622a8,American Family,renters insurance,positive
Root's customer service is a joke when it comes to premium increase. Currently shopping around for alternatives.,2023-09-12,ce078d31,Root,premium increase,negative
Has anyone had experience with Progressive's deductibles? Just doing my research before making a decision.,2023-09-12,fba8b15c,Progressive,deductibles,neutral
Looking for feedback on Geico for home insurance. What's been your experience with them?,2023-09-12,2473d5b0,Geico,home insurance,neutral
Switching away from Lemonade after their horrible handling of my roadside assistance. Their agents don't seem to know their own policies.,2023-09-14,a55a72d0,Lemonade,roadside assistance,negative
Worst experience ever with American Family's claims process. Currently shopping around for alternatives.,2023-09-15,49a5fe48,American Family,claims process,negative
Don't believe USAA's advertisements about liability coverage. Feels like they're actively trying to make things difficult.,2023-09-15,ac57936b,USAA,liability coverage,negative
"Travelers came through for me after my theft. Their insurance agents coverage was exactly what I needed. The whole process was painless, which I wasn't expecting!",2023-09-16,852b84df,Travelers,insurance agents,positive
Finally found an insurance company that doesn't make everything difficult. American Family's deductibles is straightforward. The agent was extremely helpful and knowledgeable.,2023-09-16,b90f9c70,American Family,deductibles,positive
Worst experience ever with Liberty Mutual's renewal. Their agents don't seem to know their own policies.,2023-09-16,d2e9e148,Liberty Mutual,renewal,negative
Liberty Mutual increased my claims process premium by 26% for no reason! They're just looking for excuses not to pay.,2023-09-17,fa7d113c,Liberty Mutual,claims process,negative
Avoid Travelers at all costs! Their auto insurance is terrible. Their agents don't seem to know their own policies.,2023-09-18,1c2db279,Travelers,auto insurance,negative
Don't believe Liberty Mutual's advertisements about underwriting. They're just looking for excuses not to pay.,2023-09-18,c586f871,Liberty Mutual,underwriting,negative
American Family's customer service is a joke when it comes to premium increase. Feels like they're actively trying to make things difficult.,2023-09-21,cf40bce5,American Family,premium increase,negative
Avoid Geico at all costs! Their deductibles is terrible. Complete waste of time and money.,2023-09-21,343b452f,Geico,deductibles,negative
Had to file a complaint with the insurance commissioner about Nationwide's premium increase practices. Their agents don't seem to know their own policies.,2023-09-21,28de9503,Nationwide,premium increase,negative
"Finally found an insurance company that doesn't make everything difficult. Progressive's deductibles is straightforward. Their mobile app is actually useful, unlike some other companies.",2023-09-21,045fb3fa,Progressive,deductibles,positive
What's the process for filing a life insurance claim with Lemonade? Would appreciate any insights from current customers.,2023-09-22,d5edb6d5,Lemonade,life insurance,neutral
Worst experience ever with State Farm's health insurance. Currently shopping around for alternatives.,2023-09-22,67287899,State Farm,health insurance,negative
Don't believe Erie Insurance's advertisements about underwriting. Always some fine print they try to hide behind.,2023-09-23,81ac99d2,Erie Insurance,underwriting,negative
Looking for feedback on Nationwide for health insurance. What's been your experience with them?,2023-09-25,de757cc2,Nationwide,health insurance,neutral
Had to file a complaint with the insurance commissioner about American Family's mobile app practices. Total ripoff!,2023-09-25,1bca639a,American Family,mobile app,negative
"Finally found an insurance company that doesn't make everything difficult. Root's discounts is straightforward. Their mobile app is actually useful, unlike some other companies.",2023-09-27,a3947e43,Root,discounts,positive
Anyone else having issues with Root's deductibles? Would give zero stars if I could.,2023-09-29,91263f4d,Root,deductibles,negative
"Finally found an insurance company that doesn't make everything difficult. USAA's online quotes is straightforward. The whole process was painless, which I wasn't expecting!",2023-09-30,61af277b,USAA,online quotes,positive
Root's customer service is a joke when it comes to renewal. Always some fine print they try to hide behind.,2023-09-30,ee8a0961,Root,renewal,negative
"Really impressed with The Hartford's customer service when dealing with my customer service. The whole process was painless, which I wasn't expecting!",2023-10-02,0beb81b9,The Hartford,customer service,positive
"After switching to Farmers, I'm saving 17 on my renewal. They really came through when I needed them.",2023-10-02,98758b44,Farmers,renewal,positive
Does Root offer good accident forgiveness for someone in Florida? Trying to make sure I'm getting the best deal possible.,2023-10-04,99c452ed,Root,accident forgiveness,neutral
Anyone else having issues with The Hartford's deductibles? Will be filing a complaint with my state insurance board.,2023-10-05,4fc2e727,The Hartford,deductibles,negative
Anyone else having issues with State Farm's renewal? Feels like they're actively trying to make things difficult.,2023-10-06,36a1449c,State Farm,renewal,negative
Just got a quote from Nationwide for underwriting. Not sure what to think yet. Would appreciate any insights from current customers.,2023-10-11,5806412d,Nationwide,underwriting,neutral
"Really impressed with Erie Insurance's customer service when dealing with my mobile app. The whole process was painless, which I wasn't expecting!",2023-10-12,5313c84d,Erie Insurance,mobile app,positive
Anyone else having issues with Liberty Mutual's home insurance? Feels like they're actively trying to make things difficult.,2023-10-12,3d1df9f1,Liberty Mutual,home insurance,negative
Been fighting with Nationwide for 5 months over my underwriting claim. Would give zero stars if I could.,2023-10-14,7116bdb6,Nationwide,underwriting,negative
"Amica came through for me after my fender bender. Their claims process coverage was exactly what I needed. The whole process was painless, which I wasn't expecting!",2023-10-14,e3c40d34,Amica,claims process,positive
Researching insurance agents options and considering Root. What's been your experience with them?,2023-10-15,ffcc4438,Root,insurance agents,neutral
Finally found an insurance company that doesn't make everything difficult. Allstate's renewal is straightforward. They really came through when I needed them.,2023-10-17,7e4847a5,Allstate,renewal,positive
Researching deductibles options and considering Nationwide. Trying to make sure I'm getting the best deal possible.,2023-10-17,9a027c96,Nationwide,deductibles,neutral
Worst experience ever with Progressive's underwriting. Always some fine print they try to hide behind.,2023-10-18,bec1ed2d,Progressive,underwriting,negative
Anyone know if Progressive will increase online quotes rates after a minor flood? Has anyone had a similar experience?,2023-10-18,a191dd28,Progressive,online quotes,neutral
